claim_id,patient_id,provider_id,claim_date,specialty,diagnosis_code,procedure_code,medication_code,amount,status,injected_fraud_type,is_duplicate,is_abnormal_amount,is_specialty_mismatch,is_medication_error,rule_based_fraud,fraud_reasons,name,specialty_provider,location,years_experience,license_number,hospital_affiliation,phone,email,avg_claims_per_month,fraud_risk_score,is_high_risk
CLAIM00083,PAT00115,PROV0004,2025-08-27 15:20:12.348144,oncology,D005,P005,M006,23227.85,rejected,none,False,False,False,False,False,None,Holly Wood,general_medicine,Denver,18,LIC10851,Santiago Ltd Medical Center,+1-519-228-3276x48350,holly.wood@santiagoltdmedicalcenterhospital.com,20,0.279,False
CLAIM00084,PAT01397,PROV0032,2025-07-29 15:20:12.348144,orthopedics,D007,P007,M007,2043.8,approved,none,False,False,False,False,False,None,Alexander Collins,general_medicine,Los Angeles,7,LIC17944,"Odonnell, Brooks and David Medical Center",219.731.4919,"alexander.collins@odonnell,brooksanddavidmedicalcenterhospital.com",31,0.32,False
CLAIM00085,PAT00494,PROV0024,2025-10-18 15:20:12.348144,gastroenterology,D018,P016,M016,7937.84,approved,none,True,False,False,False,True,Duplicate Billing,Michael Dixon,cardiology,San Francisco,5,LIC79822,"Jackson, Miller and Robertson Medical Center",+1-395-913-4332x0037,"michael.dixon@jackson,millerandrobertsonmedicalcenterhospital.com",18,0.264,False
CLAIM00086,PAT01366,PROV0068,2025-06-15 15:20:12.348144,oncology,D005,P005,M006,22869.31,approved,none,False,False,False,False,False,None,Denise Stanley,cardiology,San Jose,19,LIC37549,Lawson-Perry Medical Center,681.256.1497,denise.stanley@lawson-perrymedicalcenterhospital.com,47,0.243,False
CLAIM00087,PAT00613,PROV0080,2025-11-23 15:20:12.348144,neurology,D014,P015,M013,7930.94,approved,none,False,False,False,False,False,None,Ruth Solis,oncology,San Diego,25,LIC30028,Salas Inc Medical Center,+1-475-881-8141x2478,ruth.solis@salasincmedicalcenterhospital.com,14,0.166,False
CLAIM00088,PAT00788,PROV0036,2025-10-14 15:20:12.348144,gastroenterology,D016,P016,M015,8115.08,rejected,none,False,False,False,False,False,None,Daniel Holt,general_medicine,San Francisco,14,LIC62565,Beck-Wood Medical Center,+1-685-668-5574,daniel.holt@beck-woodmedicalcenterhospital.com,20,0.152,False
CLAIM00089,PAT01433,PROV0059,2025-08-27 15:20:12.348144,oncology,D004,P006,M006,19097.92,rejected,none,False,False,False,False,False,None,Daniel Fowler,general_medicine,Jacksonville,20,LIC39831,Williams LLC Medical Center,529.731.8393,daniel.fowler@williamsllcmedicalcenterhospital.com,22,0.159,False
CLAIM00090,PAT00101,PROV0095,2025-11-15 15:20:12.348144,oncology,D006,P005,M006,26378.7,submitted,none,False,False,False,False,False,None,Travis Wise,neurology,Los Angeles,23,LIC79827,Curtis-Wang Medical Center,(490)978-4473x64710,travis.wise@curtis-wangmedicalcenterhospital.com,33,0.028,False
CLAIM00091,PAT00722,PROV0021,2025-08-08 15:20:12.348144,orthopedics,D009,P007,M009,2071.11,rejected,none,False,False,False,False,False,None,Tracy Ramirez,gastroenterology,San Jose,33,LIC89818,"Hicks, Frazier and Anthony Medical Center",301-842-9401x96556,"tracy.ramirez@hicks,frazierandanthonymedicalcenterhospital.com",33,0.305,False
CLAIM00092,PAT01484,PROV0088,2025-11-10 15:20:12.348144,neurology,D015,P015,M014,8768.82,submitted,duplicate_billing,True,False,False,False,True,Duplicate Billing,Andrew Berg,general_medicine,Dallas,6,LIC71644,Mendez-Graham Medical Center,+1-301-565-8202x9702,andrew.berg@mendez-grahammedicalcenterhospital.com,119,0.618,True
CLAIM00093,PAT01500,PROV0035,2025-07-16 15:20:12.348144,oncology,D004,P005,M006,26237.4,submitted,none,False,False,False,False,False,None,David Ramirez,gastroenterology,Seattle,1,LIC22224,"Haynes, Hill and Smith Medical Center",913.267.8377,"david.ramirez@haynes,hillandsmithmedicalcenterhospital.com",25,0.067,False
CLAIM00094,PAT01105,PROV0016,2025-09-14 15:20:12.348144,orthopedics,D009,P009,M009,47974.25,approved,none,False,False,False,False,False,None,Daniel Baker,general_medicine,Jacksonville,15,LIC28131,Ibarra-Suarez Medical Center,(442)678-4980x841,daniel.baker@ibarra-suarezmedicalcenterhospital.com,15,0.302,False
CLAIM00095,PAT00987,PROV0073,2025-08-27 15:20:12.348144,neurology,D015,P014,M008,2981.0,submitted,wrong_medication,False,False,False,True,True,Medication Error,Sonia Day,gastroenterology,Fort Worth,32,LIC62383,"Morris, Maddox and Stewart Medical Center",917.974.4905x814,"sonia.day@morris,maddoxandstewartmedicalcenterhospital.com",10,0.357,False
CLAIM00096,PAT01142,PROV0045,2025-09-14 15:20:12.348144,neurology,D013,P014,M012,2858.68,submitted,none,False,False,False,False,False,None,Cody Cox,cardiology,Chicago,35,LIC37938,Garrett-Wolf Medical Center,548.424.7710,cody.cox@garrett-wolfmedicalcenterhospital.com,18,0.373,False
CLAIM00097,PAT01378,PROV0067,2025-12-02 15:20:12.348144,gastroenterology,D017,P005,M015,5322.42,approved,mismatch_specialty_procedure,False,False,True,False,True,Specialty-Procedure Mismatch,Patrick Bonilla,general_medicine,Fort Worth,12,LIC90676,Reese and Sons Medical Center,(467)252-5459x9102,patrick.bonilla@reeseandsonsmedicalcenterhospital.com,35,0.219,False
CLAIM00098,PAT00052,PROV0051,2025-11-18 15:20:12.348144,cardiology,D003,P002,M002,5147.65,rejected,none,False,False,False,False,False,None,Elijah Johnson,cardiology,New York,22,LIC27146,Flynn-Carter Medical Center,(862)538-6922x219,elijah.johnson@flynn-cartermedicalcenterhospital.com,26,0.065,False
CLAIM00099,PAT01436,PROV0045,2025-08-29 15:20:12.348144,neurology,D015,P014,M014,2783.87,submitted,none,False,False,False,False,False,None,Cody Cox,cardiology,Chicago,35,LIC37938,Garrett-Wolf Medical Center,548.424.7710,cody.cox@garrett-wolfmedicalcenterhospital.com,18,0.373,False
CLAIM00100,PAT01009,PROV0031,2025-07-12 15:20:12.348144,general_medicine,D010,P010,M010,488.86,approved,none,False,False,False,False,False,None,Alex Hernandez,general_medicine,San Antonio,7,LIC22704,Wells Inc Medical Center,001-437-645-2991,alex.hernandez@wellsincmedicalcenterhospital.com,32,0.169,False
CLAIM00101,PAT01427,PROV0056,2025-10-29 15:20:12.348144,general_medicine,D011,P015,M010,2154.17,rejected,mismatch_specialty_procedure,False,False,True,False,True,Specialty-Procedure Mismatch,Caleb Richardson,gastroenterology,Phoenix,16,LIC31299,"Chambers, Richards and Carson Medical Center",(613)870-9859x317,"caleb.richardson@chambers,richardsandcarsonmedicalcenterhospital.com",21,0.353,False
CLAIM00102,PAT00836,PROV0012,2025-08-23 15:20:12.348144,cardiology,D001,P003,M002,14151.81,approved,none,False,False,False,False,False,None,Joel Baxter,gastroenterology,Seattle,15,LIC99733,Ramos PLC Medical Center,908-501-3267,joel.baxter@ramosplcmedicalcenterhospital.com,13,0.092,False
CLAIM00103,PAT00743,PROV0099,2025-07-08 15:20:12.348144,oncology,D006,P005,M006,22802.75,approved,none,False,False,False,False,False,None,Dylan Hughes,oncology,Chicago,18,LIC69087,Duran-Ramirez Medical Center,+1-891-221-6558x523,dylan.hughes@duran-ramirezmedicalcenterhospital.com,39,0.228,False
CLAIM00104,PAT00251,PROV0035,2025-10-07 15:20:12.348144,oncology,D004,P006,M006,20566.82,rejected,none,False,False,False,False,False,None,David Ramirez,gastroenterology,Seattle,1,LIC22224,"Haynes, Hill and Smith Medical Center",913.267.8377,"david.ramirez@haynes,hillandsmithmedicalcenterhospital.com",25,0.067,False
CLAIM00105,PAT00104,PROV0008,2025-09-06 15:20:12.348144,oncology,D004,P004,M006,7309.78,rejected,none,False,False,False,False,False,None,Katherine Rodriguez,orthopedics,Denver,13,LIC19116,Koch-Decker Medical Center,430-639-1171x8227,katherine.rodriguez@koch-deckermedicalcenterhospital.com,79,0.871,True
CLAIM00106,PAT00443,PROV0100,2025-08-11 15:20:12.348144,general_medicine,D011,P010,M010,477.73,submitted,none,False,False,False,False,False,None,Chad Cook,gastroenterology,Fort Worth,22,LIC13761,Stone-Hernandez Medical Center,925.695.2694x95888,chad.cook@stone-hernandezmedicalcenterhospital.com,30,0.073,False
CLAIM00107,PAT01107,PROV0046,2025-08-16 15:20:12.348144,gastroenterology,D016,P016,M015,7410.89,approved,none,True,False,False,False,True,Duplicate Billing,Adam Russell,cardiology,San Diego,24,LIC47353,Gay Inc Medical Center,412.874.8467x737,adam.russell@gayincmedicalcenterhospital.com,44,0.281,False
CLAIM00108,PAT00488,PROV0035,2025-11-10 15:20:12.348144,oncology,D005,P004,M006,7624.59,submitted,none,False,False,False,False,False,None,David Ramirez,gastroenterology,Seattle,1,LIC22224,"Haynes, Hill and Smith Medical Center",913.267.8377,"david.ramirez@haynes,hillandsmithmedicalcenterhospital.com",25,0.067,False
CLAIM00109,PAT01078,PROV0028,2025-07-12 15:20:12.348144,oncology,D006,P004,M006,7917.24,approved,none,False,False,False,False,False,None,Daniel Fisher,neurology,San Diego,15,LIC10942,"Shah, Smith and Gilmore Medical Center",001-567-905-4668,"daniel.fisher@shah,smithandgilmoremedicalcenterhospital.com",130,0.621,True
CLAIM00110,PAT00224,PROV0033,2025-10-06 15:20:12.348144,gastroenterology,D018,P016,M016,8363.59,rejected,none,False,False,False,False,False,None,Mary Jones,cardiology,San Diego,13,LIC34931,"Peterson, Atkinson and Short Medical Center",965-972-6284,"mary.jones@peterson,atkinsonandshortmedicalcenterhospital.com",18,0.169,False
CLAIM00111,PAT00939,PROV0081,2025-11-24 15:20:12.348144,neurology,D013,P013,M012,5347.3,approved,none,True,False,False,False,True,Duplicate Billing,Thomas Velasquez,orthopedics,Seattle,30,LIC64496,Arias-Perry Medical Center,(485)236-1530x5152,thomas.velasquez@arias-perrymedicalcenterhospital.com,103,0.736,True
CLAIM00112,PAT01005,PROV0053,2025-10-04 15:20:12.348144,neurology,D013,P013,M010,5108.3,submitted,wrong_medication,True,False,False,True,True,Duplicate Billing; Medication Error,Kenneth Andrews,gastroenterology,Phoenix,35,LIC14722,"Phillips, Spence and Barrett Medical Center",609-409-7439x533,"kenneth.andrews@phillips,spenceandbarrettmedicalcenterhospital.com",47,0.221,False
CLAIM00113,PAT01224,PROV0062,2025-10-26 15:20:12.348144,cardiology,D002,P018,M004,4599.18,rejected,mismatch_specialty_procedure,True,False,True,False,True,Duplicate Billing; Specialty-Procedure Mismatch,John Morales,orthopedics,Los Angeles,7,LIC88193,"Rodriguez, Joseph and Wallace Medical Center",759-821-2499,"john.morales@rodriguez,josephandwallacemedicalcenterhospital.com",30,0.175,False
CLAIM00114,PAT00441,PROV0009,2025-10-01 15:20:12.348144,cardiology,D002,P001,M004,2903.36,approved,none,False,False,False,False,False,None,Lisa Brandt,cardiology,San Diego,7,LIC59823,"Campos, Vaughn and Marquez Medical Center",(557)587-1331x5098,"lisa.brandt@campos,vaughnandmarquezmedicalcenterhospital.com",50,0.334,False
CLAIM00115,PAT01495,PROV0019,2025-07-07 15:20:12.348144,gastroenterology,D017,P017,M015,12396.26,approved,none,False,False,False,False,False,None,Timothy Stanton,cardiology,Seattle,18,LIC94012,Nolan and Sons Medical Center,+1-731-858-6923x22602,timothy.stanton@nolanandsonsmedicalcenterhospital.com,28,0.174,False
CLAIM00116,PAT01407,PROV0044,2025-10-12 15:20:12.348144,oncology,D004,P004,M006,7349.17,submitted,none,False,False,False,False,False,None,Gary Santiago,orthopedics,Charlotte,21,LIC19508,Rivera Ltd Medical Center,246.980.7154x5168,gary.santiago@riveraltdmedicalcenterhospital.com,129,0.949,True
CLAIM00117,PAT00764,PROV0044,2025-07-16 15:20:12.348144,oncology,D006,P004,M006,8272.02,approved,none,False,False,False,False,False,None,Gary Santiago,orthopedics,Charlotte,21,LIC19508,Rivera Ltd Medical Center,246.980.7154x5168,gary.santiago@riveraltdmedicalcenterhospital.com,129,0.949,True
CLAIM00118,PAT01363,PROV0080,2025-09-29 15:20:12.348144,neurology,D015,P016,M014,5100.41,approved,mismatch_specialty_procedure,False,False,True,False,True,Specialty-Procedure Mismatch,Ruth Solis,oncology,San Diego,25,LIC30028,Salas Inc Medical Center,+1-475-881-8141x2478,ruth.solis@salasincmedicalcenterhospital.com,14,0.166,False
CLAIM00119,PAT00317,PROV0010,2025-11-28 15:20:12.348144,orthopedics,D008,P007,M007,1940.05,rejected,none,False,False,False,False,False,None,Michael Brown,oncology,Jacksonville,23,LIC37460,Whitehead LLC Medical Center,983-547-3829,michael.brown@whiteheadllcmedicalcenterhospital.com,14,0.244,False
CLAIM00120,PAT00571,PROV0012,2025-11-06 15:20:12.348144,cardiology,D001,P002,M001,5108.99,rejected,none,True,False,False,False,True,Duplicate Billing,Joel Baxter,gastroenterology,Seattle,15,LIC99733,Ramos PLC Medical Center,908-501-3267,joel.baxter@ramosplcmedicalcenterhospital.com,13,0.092,False
CLAIM00121,PAT01005,PROV0053,2025-10-04 15:20:12.348144,neurology,D013,P013,M010,5108.3,submitted,duplicate_billing,True,False,False,True,True,Duplicate Billing; Medication Error,Kenneth Andrews,gastroenterology,Phoenix,35,LIC14722,"Phillips, Spence and Barrett Medical Center",609-409-7439x533,"kenneth.andrews@phillips,spenceandbarrettmedicalcenterhospital.com",47,0.221,False
CLAIM00122,PAT00294,PROV0075,2025-11-04 15:20:12.348144,neurology,D015,P014,M014,2785.12,rejected,none,False,False,False,False,False,None,Steven Cooper,neurology,San Diego,8,LIC69829,"Miller, Lucas and Williams Medical Center",001-777-288-9255x466,"steven.cooper@miller,lucasandwilliamsmedicalcenterhospital.com",39,0.267,False
CLAIM00123,PAT00188,PROV0075,2025-10-26 15:20:12.348144,neurology,D013,P014,M012,2972.19,submitted,none,False,False,False,False,False,None,Steven Cooper,neurology,San Diego,8,LIC69829,"Miller, Lucas and Williams Medical Center",001-777-288-9255x466,"steven.cooper@miller,lucasandwilliamsmedicalcenterhospital.com",39,0.267,False
CLAIM00124,PAT01478,PROV0042,2025-09-04 15:20:12.348144,gastroenterology,D018,P018,M016,5383.34,submitted,none,False,False,False,False,False,None,Christopher Parker,neurology,Los Angeles,6,LIC64948,"Holloway, Morse and Gonzales Medical Center",746.648.8771x906,"christopher.parker@holloway,morseandgonzalesmedicalcenterhospital.com",46,0.209,False
CLAIM00125,PAT01266,PROV0018,2025-06-25 15:20:12.348144,orthopedics,D009,P007,M009,1977.25,approved,none,True,False,False,False,True,Duplicate Billing,Kristen Patterson,neurology,Charlotte,34,LIC42953,Rodriguez Ltd Medical Center,(280)659-8262,kristen.patterson@rodriguezltdmedicalcenterhospital.com,10,0.272,False
CLAIM00126,PAT00906,PROV0022,2025-09-27 15:20:12.348144,orthopedics,D008,P007,M007,1938.07,submitted,none,False,False,False,False,False,None,Cheryl Williams,neurology,Indianapolis,1,LIC88504,Smith-Frost Medical Center,+1-635-661-5951,cheryl.williams@smith-frostmedicalcenterhospital.com,11,0.045,False
CLAIM00127,PAT01390,PROV0035,2025-11-11 15:20:12.348144,oncology,D005,P006,M006,18181.67,approved,none,False,False,False,False,False,None,David Ramirez,gastroenterology,Seattle,1,LIC22224,"Haynes, Hill and Smith Medical Center",913.267.8377,"david.ramirez@haynes,hillandsmithmedicalcenterhospital.com",25,0.067,False
CLAIM00128,PAT00113,PROV0044,2025-06-14 15:20:12.348144,oncology,D004,P005,M006,26336.75,approved,none,False,False,False,False,False,None,Gary Santiago,orthopedics,Charlotte,21,LIC19508,Rivera Ltd Medical Center,246.980.7154x5168,gary.santiago@riveraltdmedicalcenterhospital.com,129,0.949,True
CLAIM00129,PAT00246,PROV0061,2025-06-14 15:20:12.348144,oncology,D005,P006,M006,18702.78,approved,none,False,False,False,False,False,None,Derek Martinez,neurology,Austin,2,LIC25118,Fox-Reese Medical Center,975.289.1783x9084,derek.martinez@fox-reesemedicalcenterhospital.com,26,0.071,False
CLAIM00130,PAT00472,PROV0022,2025-10-19 15:20:12.348144,orthopedics,D009,P009,M009,136686.74,rejected,abnormal_amount,False,True,False,False,True,Abnormal Amount,Cheryl Williams,neurology,Indianapolis,1,LIC88504,Smith-Frost Medical Center,+1-635-661-5951,cheryl.williams@smith-frostmedicalcenterhospital.com,11,0.045,False
CLAIM00131,PAT00160,PROV0038,2025-09-01 15:20:12.348144,orthopedics,D009,P008,M009,8335.2,approved,none,False,False,False,False,False,None,Eric Erickson,general_medicine,Phoenix,13,LIC48890,Hill Inc Medical Center,+1-942-971-0947,eric.erickson@hillincmedicalcenterhospital.com,13,0.232,False
CLAIM00132,PAT00830,PROV0071,2025-06-18 15:20:12.348144,general_medicine,D011,P001,M010,533.2,approved,mismatch_specialty_procedure,False,False,True,False,True,Specialty-Procedure Mismatch,Lisa Collier,cardiology,San Diego,20,LIC39444,Davis-Richard Medical Center,569.768.1645,lisa.collier@davis-richardmedicalcenterhospital.com,19,0.01,False
CLAIM00133,PAT00893,PROV0072,2025-11-10 15:20:12.348144,neurology,D014,P015,M013,7833.23,approved,none,True,False,False,False,True,Duplicate Billing,Angela Schultz,oncology,San Francisco,5,LIC69692,"Hicks, Bullock and Bailey Medical Center",001-923-912-4329x2127,"angela.schultz@hicks,bullockandbaileymedicalcenterhospital.com",50,0.23,False
CLAIM00134,PAT00454,PROV0078,2025-09-06 15:20:12.348144,general_medicine,D010,P010,M010,503.06,submitted,none,False,False,False,False,False,None,Edward French,orthopedics,Indianapolis,32,LIC92149,"Wise, Conley and Stephenson Medical Center",4599296222,"edward.french@wise,conleyandstephensonmedicalcenterhospital.com",38,0.031,False
CLAIM00135,PAT00716,PROV0095,2025-09-10 15:20:12.348144,oncology,D006,P006,M006,18945.08,submitted,none,False,False,False,False,False,None,Travis Wise,neurology,Los Angeles,23,LIC79827,Curtis-Wang Medical Center,(490)978-4473x64710,travis.wise@curtis-wangmedicalcenterhospital.com,33,0.028,False
CLAIM00136,PAT00356,PROV0042,2025-11-14 15:20:12.348144,gastroenterology,D016,P018,M015,4677.15,rejected,none,False,False,False,False,False,None,Christopher Parker,neurology,Los Angeles,6,LIC64948,"Holloway, Morse and Gonzales Medical Center",746.648.8771x906,"christopher.parker@holloway,morseandgonzalesmedicalcenterhospital.com",46,0.209,False
CLAIM00137,PAT01155,PROV0051,2025-11-08 15:20:12.348144,cardiology,D002,P003,M004,16092.74,rejected,none,False,False,False,False,False,None,Elijah Johnson,cardiology,New York,22,LIC27146,Flynn-Carter Medical Center,(862)538-6922x219,elijah.johnson@flynn-cartermedicalcenterhospital.com,26,0.065,False
CLAIM00138,PAT00901,PROV0067,2025-06-30 15:20:12.348144,gastroenterology,D017,P017,M015,48176.09,rejected,abnormal_amount,False,True,False,False,True,Abnormal Amount,Patrick Bonilla,general_medicine,Fort Worth,12,LIC90676,Reese and Sons Medical Center,(467)252-5459x9102,patrick.bonilla@reeseandsonsmedicalcenterhospital.com,35,0.219,False
CLAIM00139,PAT00636,PROV0075,2025-10-09 15:20:12.348144,neurology,D014,P013,M013,23642.5,approved,abnormal_amount,False,True,False,False,True,Abnormal Amount,Steven Cooper,neurology,San Diego,8,LIC69829,"Miller, Lucas and Williams Medical Center",001-777-288-9255x466,"steven.cooper@miller,lucasandwilliamsmedicalcenterhospital.com",39,0.267,False
CLAIM00140,PAT00185,PROV0045,2025-11-17 15:20:12.348144,neurology,D015,P015,M014,7940.34,rejected,none,True,False,False,False,True,Duplicate Billing,Cody Cox,cardiology,Chicago,35,LIC37938,Garrett-Wolf Medical Center,548.424.7710,cody.cox@garrett-wolfmedicalcenterhospital.com,18,0.373,False
CLAIM00141,PAT00085,PROV0044,2025-10-06 15:20:12.348144,oncology,D006,P006,M006,19286.11,approved,none,False,False,False,False,False,None,Gary Santiago,orthopedics,Charlotte,21,LIC19508,Rivera Ltd Medical Center,246.980.7154x5168,gary.santiago@riveraltdmedicalcenterhospital.com,129,0.949,True
